0.022299,1000
233.285279,2000
594.898938,3000
856.284283,4000
1105.253967,5000
1398.607126,6000
1548.380557,7000
1994.343647,8000
2152.602459,9000
2463.244119,10000
2869.86618,11000
3124.872923,12000
