


         _+=+_
      .-`  .  `-.          8888888b.  8888888b.   .d88888b.   .d8888b.
   _+`     "     `+_       888   Y88b 888   Y88b d88P" "Y88b d88P  Y88b
  \\\sssssssssssss///      888    888 888    888 888     888 Y88b.
     .ss\  *  /ss.         888   d88P 888   d88P 888     888  "Y888b.
 .+bm  .s  *  s.  md+.     8888888P"  8888888P"  888     888     "Y88b.
.hMMMMs .  *  . sMMMMh.    888        888 T88b   888     888       "888
 `\hMMMb \ | / dMMMh:      888        888  T88b  Y88b. .d88P Y88b  d88P
   -SNMNo  -  oNMNs-       888        888   T88b  "Y88888P"   "Y8888P"
     `+dMh\./dMd/
        `:yNy:`                      Powered by PROS for VEX V5
           "                Copyright (c) Purdue University ACM SIGBots
Version:        3.6.0     Platform:  V1.1.2 (b34)     Uptime:    0.000 s
Compiled:   Nov  8 2022 18:39:33     Directory:  V5/VexV5-UTG/VexV5-UTG


time,vexVelocity,filteredVelocity,rawVelocity,acceleration,emaGain,voltageOut,deltaTime,vexDeltaTime,deltaTicks
19720,889.000000,845.265093,850.000000,0.026305,0.153946,12000.000000,20,20,17
19740,864.000000,845.738584,850.000000,0.023675,0.153551,12000.000000,20,20,17
19760,839.000000,846.164726,850.000000,0.021307,0.153196,12000.000000,20,20,17
19780,847.000000,846.548253,850.000000,0.019176,0.152876,12000.000000,20,20,17
19800,850.000000,846.893428,850.000000,0.017259,0.152589,12000.000000,20,20,17
19820,860.000000,847.204085,850.000000,0.015533,0.152330,12000.000000,20,20,17
19840,856.000000,849.150343,900.000000,0.097313,0.164597,12000.000000,20,20,18
19860,870.000000,850.901976,850.000000,0.087582,0.163137,12000.000000,20,20,17
19880,872.000000,852.478445,850.000000,0.078823,0.161824,12000.000000,20,20,17
19900,861.000000,853.897267,900.000000,0.070941,0.160641,12000.000000,20,20,18
19920,848.000000,855.174207,850.000000,0.063847,0.159577,12000.000000,20,20,17
19940,860.000000,856.323453,850.000000,0.057462,0.158619,12000.000000,20,20,17
19960,879.000000,855.691108,850.000000,-0.031617,0.154743,12000.000000,20,20,17
19980,860.000000,856.788663,900.000000,0.054878,0.158232,12000.000000,20,20,18
20000,874.000000,857.776464,850.000000,0.049390,0.157409,12000.000000,20,20,17
20020,876.000000,860.332151,900.000000,0.127784,0.169168,12000.000000,20,20,18
20040,882.000000,860.965602,850.000000,0.031673,0.154751,12000.000000,20,20,17
20060,865.000000,861.535709,850.000000,0.028505,0.154276,12000.000000,20,20,17
20080,875.000000,862.048805,900.000000,0.025655,0.153848,12000.000000,20,20,18
20100,879.000000,862.510591,850.000000,0.023089,0.153463,12000.000000,20,20,17
20120,856.000000,864.592865,900.000000,0.104114,0.165617,12000.000000,20,20,18
20140,877.000000,864.800245,850.000000,0.010369,0.151555,12000.000000,20,20,17
20160,897.000000,866.653554,900.000000,0.092665,0.163900,12000.000000,20,20,18
20180,917.000000,868.321532,900.000000,0.083399,0.162510,12000.000000,20,20,18
20200,844.000000,869.822712,850.000000,0.075059,0.161259,12000.000000,20,20,17
20220,893.000000,871.173774,900.000000,0.067553,0.160133,12000.000000,20,20,18
20240,907.000000,870.723063,850.000000,-0.022536,0.153380,12000.000000,20,20,17
20260,872.000000,871.984090,900.000000,0.063051,0.159458,12000.000000,20,20,18
20280,876.000000,873.119015,900.000000,0.056746,0.158512,12000.000000,20,20,18
20300,916.000000,875.807113,900.000000,0.134405,0.170161,12000.000000,20,20,18
20320,883.000000,876.559735,850.000000,0.037631,0.155645,12000.000000,20,20,17
20340,872.000000,877.237095,900.000000,0.033868,0.155080,12000.000000,20,20,18
20360,916.000000,877.846719,900.000000,0.030481,0.154572,12000.000000,20,20,18
20380,889.000000,880.062047,900.000000,0.110766,0.166615,12000.000000,20,20,18
20400,866.000000,880.389176,850.000000,0.016356,0.152453,12000.000000,20,20,17
20420,885.000000,880.683591,900.000000,0.014721,0.152208,12000.000000,20,20,18
20440,917.000000,880.948566,900.000000,0.013249,0.151987,12000.000000,20,20,18
20460,887.000000,882.853709,900.000000,0.095257,0.164289,12000.000000,20,20,18
20480,888.000000,884.568338,900.000000,0.085731,0.162860,12000.000000,20,20,18
20500,899.000000,886.111504,900.000000,0.077158,0.161574,12000.000000,20,20,18
20520,911.000000,887.500354,900.000000,0.069442,0.160416,12000.000000,20,20,18
20540,899.000000,887.083652,850.000000,-0.020835,0.153125,12000.000000,20,20,17
20560,903.000000,888.375287,950.000000,0.064582,0.159687,12000.000000,20,20,19
20580,901.000000,889.537758,900.000000,0.058124,0.158719,12000.000000,20,20,18
20600,904.000000,892.250649,900.000000,0.135645,0.170347,12000.000000,20,20,18
20620,902.000000,893.025584,900.000000,0.038747,0.155812,12000.000000,20,20,18
20640,898.000000,893.723026,900.000000,0.034872,0.155231,12000.000000,20,20,18
20660,882.000000,894.350723,900.000000,0.031385,0.154708,12000.000000,20,20,18
20680,932.000000,894.915651,900.000000,0.028246,0.154237,12000.000000,20,20,18
20700,934.000000,896.090752,920.000000,0.058755,0.158813,12000.000000,25,20,23
20720,883.000000,897.148344,900.000000,0.052880,0.157932,12000.000000,20,20,18
20740,938.000000,899.200176,933.333333,0.102592,0.165389,12000.000000,15,20,14
20760,924.000000,901.046825,920.000000,0.092332,0.163850,12000.000000,25,20,23
20780,895.000000,902.708809,900.000000,0.083099,0.162465,12000.000000,20,20,18
20800,923.000000,903.104595,900.000000,0.019789,0.152968,12000.000000,20,20,18
20820,921.000000,902.794135,900.000000,-0.015523,0.152328,12000.000000,20,20,18
20840,943.000000,904.181389,950.000000,0.069363,0.160404,12000.000000,20,20,19
20860,907.000000,905.429916,900.000000,0.062426,0.159364,12000.000000,20,20,18
20880,925.000000,908.220258,950.000000,0.139517,0.170928,12000.000000,20,20,19
20900,918.000000,909.064899,900.000000,0.042232,0.156335,12000.000000,20,20,18
20920,894.000000,911.491742,950.000000,0.121342,0.168201,12000.000000,20,20,19
20940,921.000000,912.009235,900.000000,0.025875,0.153881,12000.000000,20,20,18
20960,966.000000,914.141645,950.000000,0.106620,0.165993,12000.000000,20,20,19
20980,893.000000,916.060814,950.000000,0.095958,0.164394,12000.000000,20,20,19
21000,920.000000,917.788066,900.000000,0.086363,0.162954,12000.000000,20,20,18
21020,948.000000,919.342592,950.000000,0.077726,0.161659,12000.000000,20,20,19
21040,927.000000,919.075000,900.000000,-0.013380,0.152007,12000.000000,20,20,18
21060,936.000000,920.500833,950.000000,0.071292,0.160694,12000.000000,20,20,19
21080,950.000000,921.784083,950.000000,0.064163,0.159624,12000.000000,20,20,19
21100,933.000000,922.939008,900.000000,0.057746,0.158662,12000.000000,20,20,18
21120,918.000000,923.978441,950.000000,0.051972,0.157796,12000.000000,20,20,19
21140,934.000000,924.913930,950.000000,0.046774,0.157016,12000.000000,20,20,19
21160,959.000000,927.422537,950.000000,0.125430,0.168815,12000.000000,20,20,19
21180,940.000000,929.680283,950.000000,0.112887,0.166933,12000.000000,20,20,19
21200,911.000000,930.045588,900.000000,0.018265,0.152740,12000.000000,20,20,18
21220,970.000000,930.374363,950.000000,0.016439,0.152466,12000.000000,20,20,19
21240,931.000000,930.670260,950.000000,0.014795,0.152219,12000.000000,20,20,19
21260,919.000000,932.603234,950.000000,0.096649,0.164497,12000.000000,20,20,19
21280,960.000000,934.342910,950.000000,0.086984,0.163048,12000.000000,20,20,19
21300,932.000000,935.908619,950.000000,0.078285,0.161743,12000.000000,20,20,19
21320,968.000000,937.317757,950.000000,0.070457,0.160569,12000.000000,20,20,19
21340,952.000000,938.585982,950.000000,0.063411,0.159512,12000.000000,20,20,19
21360,933.000000,939.727384,950.000000,0.057070,0.158561,12000.000000,20,20,19
21380,1004.000000,940.754645,950.000000,0.051363,0.157704,12000.000000,20,20,19
21400,936.000000,941.679181,950.000000,0.046227,0.156934,12000.000000,20,20,19
21420,934.000000,942.511263,950.000000,0.041604,0.156241,12000.000000,20,20,19
21440,976.000000,943.260136,950.000000,0.037444,0.155617,12000.000000,20,20,19
21460,966.000000,943.934123,950.000000,0.033699,0.155055,12000.000000,20,20,19
21480,956.000000,946.207377,1000.000000,0.113663,0.167049,12000.000000,20,20,20
21500,953.000000,948.253306,950.000000,0.102296,0.165344,12000.000000,20,20,19
21520,941.000000,950.094642,950.000000,0.092067,0.163810,12000.000000,20,20,19
21540,964.000000,950.085178,950.000000,-0.000473,0.150071,12000.000000,20,20,19
21560,966.000000,951.743327,1000.000000,0.082907,0.162436,12000.000000,20,20,20
21580,958.000000,953.235661,950.000000,0.074617,0.161193,12000.000000,20,20,19
21600,997.000000,954.578761,950.000000,0.067155,0.160073,12000.000000,20,20,19
21620,916.000000,955.787552,1000.000000,0.060440,0.159066,12000.000000,20,20,20
21640,1001.000000,956.875463,950.000000,0.054396,0.158159,12000.000000,20,20,19
21660,974.000000,957.854584,950.000000,0.048956,0.157343,12000.000000,20,20,19
21680,914.000000,958.735792,1000.000000,0.044060,0.156609,12000.000000,20,20,20
21700,992.000000,961.195546,1000.000000,0.122988,0.168448,12000.000000,20,20,20
21720,995.000000,963.409325,950.000000,0.110689,0.166603,12000.000000,20,20,19
21740,948.000000,963.735059,950.000000,0.016287,0.152443,12000.000000,20,20,19
21760,990.000000,964.028220,1000.000000,0.014658,0.152199,12000.000000,20,20,20
21780,965.000000,964.292064,950.000000,0.013192,0.151979,12000.000000,20,20,19
21800,945.000000,966.196191,1000.000000,0.095206,0.164281,12000.000000,20,20,20
21820,1014.000000,966.243239,950.000000,0.002352,0.150353,12000.000000,20,20,19
21840,992.000000,967.952248,1000.000000,0.085450,0.162818,12000.000000,20,20,20
21860,960.000000,969.490357,1000.000000,0.076905,0.161536,12000.000000,20,20,20
21880,1017.000000,970.874654,950.000000,0.069215,0.160382,12000.000000,20,20,19
21900,979.000000,972.120522,1000.000000,0.062293,0.159344,12000.000000,20,20,20
21920,968.000000,973.241803,1000.000000,0.056064,0.158410,12000.000000,20,20,20
21940,1008.000000,974.250956,950.000000,0.050458,0.157569,12000.000000,20,20,19
21960,984.000000,975.159194,1000.000000,0.045412,0.156812,12000.000000,20,20,20
21980,952.000000,975.976608,1000.000000,0.040871,0.156131,12000.000000,20,20,20
22000,1046.000000,978.378947,1000.000000,0.120117,0.168018,12000.000000,20,20,20
22020,977.000000,978.874386,950.000000,0.024772,0.153716,12000.000000,20,20,19
22040,977.000000,979.320281,1000.000000,0.022295,0.153344,12000.000000,20,20,20
22060,1014.000000,979.721586,1000.000000,0.020065,0.153010,12000.000000,20,20,20
22080,969.000000,980.082761,950.000000,0.018059,0.152709,12000.000000,20,20,19
22100,995.000000,982.074485,1050.000000,0.099586,0.164938,12000.000000,20,20,21
22120,1028.000000,982.200369,950.000000,0.006294,0.150944,12000.000000,20,20,19
22140,966.000000,983.980332,1000.000000,0.088998,0.163350,12000.000000,20,20,20
22160,992.000000,983.915633,1000.000000,-0.003235,0.150485,12000.000000,20,20,20
22180,1035.000000,985.524069,1000.000000,0.080422,0.162063,12000.000000,20,20,20
22200,1011.000000,986.971662,1000.000000,0.072380,0.160857,12000.000000,20,20,20
22220,1020.000000,988.274496,1000.000000,0.065142,0.159771,12000.000000,20,20,20
22240,1004.000000,989.447047,1000.000000,0.058628,0.158794,12000.000000,20,20,20
22260,988.000000,990.502342,1000.000000,0.052765,0.157915,12000.000000,20,20,20
22280,1007.000000,991.452108,1000.000000,0.047488,0.157123,12000.000000,20,20,20
22300,1026.000000,992.306897,1000.000000,0.042739,0.156411,12000.000000,20,20,20
22320,975.000000,993.076207,1000.000000,0.038466,0.155770,12000.000000,20,20,20
22340,1014.000000,995.435253,1050.000000,0.117952,0.167693,12000.000000,20,20,21
22360,1036.000000,995.891728,950.000000,0.022824,0.153424,12000.000000,20,20,19
22380,1002.000000,997.969222,1050.000000,0.103875,0.165581,12000.000000,20,20,21
22400,1013.000000,998.172300,1000.000000,0.010154,0.151523,12000.000000,20,20,20
22420,1034.000000,1000.021736,1000.000000,0.092472,0.163871,12000.000000,20,20,20
22440,1002.000000,1000.019563,1000.000000,-0.000109,0.150016,12000.000000,20,20,20
22460,994.000000,1001.684273,1050.000000,0.083236,0.162485,12000.000000,20,20,21
22480,1028.000000,1003.182512,1000.000000,0.074912,0.161237,12000.000000,20,20,20
22500,1019.000000,1004.530928,1000.000000,0.067421,0.160113,12000.000000,20,20,20
22520,995.000000,1004.077835,1000.000000,-0.022655,0.153398,12000.000000,20,20,20
22540,1041.000000,1003.670052,1000.000000,-0.020389,0.153058,12000.000000,20,20,20
22560,1052.000000,1004.969713,1050.000000,0.064983,0.159747,12000.000000,20,20,21
22580,972.000000,1007.806075,1050.000000,0.141818,0.171273,12000.000000,20,20,21
22600,1077.000000,1010.358801,1000.000000,0.127636,0.169145,12000.000000,20,20,20
22620,1011.000000,1010.989587,1000.000000,0.031539,0.154731,12000.000000,20,20,20
22640,986.000000,1009.890629,1000.000000,-0.054948,0.158242,12000.000000,20,20,20
22660,1020.000000,1010.568233,1050.000000,0.033880,0.155082,12000.000000,20,20,21
22680,1000.000000,1011.178076,1000.000000,0.030492,0.154574,12000.000000,20,20,20
22700,998.000000,1013.393602,1050.000000,0.110776,0.166616,12000.000000,20,20,21
22720,1030.000000,1015.387575,1050.000000,0.099699,0.164955,12000.000000,20,20,21
22740,1053.000000,1018.848817,1050.000000,0.173062,0.175959,12000.000000,20,20,21
22760,1017.000000,1020.297269,1000.000000,0.072423,0.160863,12000.000000,20,20,20
22780,1027.000000,1019.934209,1000.000000,-0.018153,0.152723,12000.000000,20,20,20
22800,1081.000000,1021.274121,1100.000000,0.066996,0.160049,12000.000000,20,20,22
22820,1008.000000,1022.480042,1000.000000,0.060296,0.159044,12000.000000,20,20,20
22840,1050.000000,1025.232038,1050.000000,0.137600,0.170640,12000.000000,20,20,21
22860,1054.000000,1026.042168,1050.000000,0.040506,0.156076,12000.000000,20,20,21
22880,988.000000,1026.771284,1000.000000,0.036456,0.155468,12000.000000,20,20,20
22900,1041.000000,1027.427489,1050.000000,0.032810,0.154922,12000.000000,20,20,21
22920,1015.000000,1028.018074,1050.000000,0.029529,0.154429,12000.000000,20,20,21
22940,1035.000000,1028.549600,1000.000000,0.026576,0.153986,12000.000000,20,20,20
22960,1036.000000,1030.694640,1100.000000,0.107252,0.166088,12000.000000,20,20,22
22980,1056.000000,1030.958509,1000.000000,0.013193,0.151979,12000.000000,20,20,20
23000,1065.000000,1032.862658,1050.000000,0.095207,0.164281,12000.000000,20,20,21
23020,1038.000000,1032.909726,1050.000000,0.002353,0.150353,12000.000000,20,20,21
23040,1052.000000,1034.618753,1050.000000,0.085451,0.162818,12000.000000,20,20,21
23060,1073.000000,1036.156878,1050.000000,0.076906,0.161536,12000.000000,20,20,21
23080,1049.000000,1037.207857,1040.000000,0.052549,0.157882,12000.000000,25,20,26
23100,1041.000000,1038.687071,1066.666667,0.073961,0.161094,12000.000000,15,20,16
23120,1095.000000,1039.685031,1040.000000,0.049898,0.157485,12000.000000,25,20,26
23140,1078.000000,1042.583194,1100.000000,0.144908,0.171736,12000.000000,20,20,22
23160,1040.000000,1042.991541,1000.000000,0.020417,0.153063,12000.000000,20,20,20
23180,1033.000000,1045.359054,1100.000000,0.118376,0.167756,12000.000000,20,20,22
23200,1116.000000,1045.823149,1050.000000,0.023205,0.153481,12000.000000,20,20,21
23220,1036.000000,1047.907500,1050.000000,0.104218,0.165633,12000.000000,20,20,21
23240,1053.000000,1048.116750,1050.000000,0.010462,0.151569,12000.000000,20,20,21
23260,1101.000000,1048.305075,1050.000000,0.009416,0.151412,12000.000000,20,20,21
23280,1047.000000,1050.141234,1100.000000,0.091808,0.163771,12000.000000,20,20,22
23300,1055.000000,1051.793778,1050.000000,0.082627,0.162394,12000.000000,20,20,21
23320,1013.000000,1053.281067,1050.000000,0.074364,0.161155,12000.000000,20,20,21
23340,1101.000000,1052.952960,1050.000000,-0.016405,0.152461,12000.000000,20,20,21
23360,1071.000000,1052.657664,1050.000000,-0.014765,0.152215,12000.000000,20,20,21
23380,1066.000000,1054.058564,1100.000000,0.070045,0.160507,12000.000000,20,20,22
23400,1075.000000,1055.319374,1050.000000,0.063041,0.159456,12000.000000,20,20,21
23420,1075.000000,1058.120770,1100.000000,0.140070,0.171010,12000.000000,20,20,22
23440,1029.000000,1058.975360,1050.000000,0.042729,0.156409,12000.000000,20,20,21
23460,1089.000000,1061.411157,1100.000000,0.121790,0.168268,12000.000000,20,20,22
23480,1114.000000,1061.936708,1050.000000,0.026278,0.153942,12000.000000,20,20,21
23500,1062.000000,1062.409704,1050.000000,0.023650,0.153547,12000.000000,20,20,21
23520,1096.000000,1062.835400,1100.000000,0.021285,0.153193,12000.000000,20,20,22
23540,1087.000000,1064.885194,1100.000000,0.102490,0.165373,12000.000000,20,20,22
23560,1100.000000,1066.730008,1050.000000,0.092241,0.163836,12000.000000,20,20,21
23580,1075.000000,1066.723674,1050.000000,-0.000317,0.150048,12000.000000,20,20,21
23600,1070.000000,1066.717973,1100.000000,-0.000285,0.150043,12000.000000,20,20,22
23620,1086.000000,1068.379509,1100.000000,0.083077,0.162462,12000.000000,20,20,22
23640,1075.000000,1069.874891,1050.000000,0.074769,0.161215,12000.000000,20,20,21
23660,1049.000000,1071.220736,1100.000000,0.067292,0.160094,12000.000000,20,20,22
23680,1098.000000,1072.431995,1100.000000,0.060563,0.159084,12000.000000,20,20,22
23700,1106.000000,1075.188796,1100.000000,0.137840,0.170676,12000.000000,20,20,22
23720,1040.000000,1076.003250,1050.000000,0.040723,0.156108,12000.000000,20,20,21
23740,1097.000000,1076.736258,1100.000000,0.036650,0.155498,12000.000000,20,20,22
23760,1072.000000,1077.395965,1100.000000,0.032985,0.154948,12000.000000,20,20,22
23780,1086.000000,1077.989702,1050.000000,0.029687,0.154453,12000.000000,20,20,21
23800,1087.000000,1078.524065,1100.000000,0.026718,0.154008,12000.000000,20,20,22
23820,1129.000000,1079.004992,1100.000000,0.024046,0.153607,12000.000000,20,20,22
23840,1089.000000,1081.104493,1100.000000,0.104975,0.165746,12000.000000,20,20,22
23860,1101.000000,1082.994044,1100.000000,0.094478,0.164172,12000.000000,20,20,22
23880,1052.000000,1084.694639,1100.000000,0.085030,0.162754,12000.000000,20,20,22
23900,1097.000000,1086.225175,1100.000000,0.076527,0.161479,12000.000000,20,20,22
23920,1123.000000,1087.602658,1100.000000,0.068874,0.160331,12000.000000,20,20,22
23940,1086.000000,1088.842392,1100.000000,0.061987,0.159298,12000.000000,20,20,22
23960,1122.000000,1089.958153,1100.000000,0.055788,0.158368,12000.000000,20,20,22
23980,1131.000000,1090.962338,1100.000000,0.050209,0.157531,12000.000000,20,20,22
24000,1097.000000,1091.866104,1100.000000,0.045188,0.156778,12000.000000,20,20,22
24020,1121.000000,1092.679493,1100.000000,0.040669,0.156100,12000.000000,20,20,22
24040,1066.000000,1093.411544,1100.000000,0.036603,0.155490,12000.000000,20,20,22
24060,1137.000000,1094.070390,1100.000000,0.032942,0.154941,12000.000000,20,20,22
24080,1093.000000,1094.663351,1100.000000,0.029648,0.154447,12000.000000,20,20,22
24100,1100.000000,1096.863682,1150.000000,0.110017,0.166502,12000.000000,20,20,23
24120,1129.000000,1098.843981,1100.000000,0.099015,0.164852,12000.000000,20,20,22
24140,1149.000000,1100.626249,1100.000000,0.089113,0.163367,12000.000000,20,20,22
24160,1102.000000,1100.563624,1100.000000,-0.003131,0.150470,12000.000000,20,20,22
24180,1133.000000,1100.507262,1100.000000,-0.002818,0.150423,12000.000000,20,20,22
24200,1124.000000,1100.456536,1100.000000,-0.002536,0.150380,12000.000000,20,20,22
24220,1098.000000,1100.410882,1100.000000,-0.002283,0.150342,12000.000000,20,20,22
24240,1140.000000,1102.036461,1150.000000,0.081279,0.162192,12000.000000,20,20,23
24260,1071.000000,1105.166148,1150.000000,0.156484,0.173473,12000.000000,20,20,23
24280,1138.000000,1107.982866,1100.000000,0.140836,0.171125,12000.000000,20,20,22
24300,1150.000000,1108.851246,1100.000000,0.043419,0.156513,12000.000000,20,20,22
24320,1110.000000,1107.966122,1100.000000,-0.044256,0.156638,12000.000000,20,20,22
24340,1130.000000,1108.836176,1150.000000,0.043503,0.156525,12000.000000,20,20,23
24360,1176.000000,1111.285892,1150.000000,0.122486,0.168373,12000.000000,20,20,23
24380,1101.000000,1113.490636,1100.000000,0.110237,0.166536,12000.000000,20,20,22
24400,1126.000000,1113.808239,1100.000000,0.015880,0.152382,12000.000000,20,20,22
24420,1104.000000,1112.427415,1100.000000,-0.069041,0.160356,12000.000000,20,20,22
24440,1123.000000,1112.851340,1150.000000,0.021196,0.153179,12000.000000,20,20,23
24460,1133.000000,1114.899540,1150.000000,0.102410,0.165361,12000.000000,20,20,23
24480,1118.000000,1116.742919,1100.000000,0.092169,0.163825,12000.000000,20,20,22
24500,1134.000000,1118.401960,1150.000000,0.082952,0.162443,12000.000000,20,20,23
24520,1156.000000,1119.895098,1150.000000,0.074657,0.161199,12000.000000,20,20,23
24540,1137.000000,1121.238921,1100.000000,0.067191,0.160079,12000.000000,20,20,22
24560,1148.000000,1122.448363,1150.000000,0.060472,0.159071,12000.000000,20,20,23
24580,1097.000000,1121.870193,1100.000000,-0.028908,0.154336,12000.000000,20,20,22
24600,1145.000000,1123.016507,1150.000000,0.057316,0.158597,12000.000000,20,20,23
24620,1143.000000,1122.381523,1100.000000,-0.031749,0.154762,12000.000000,20,20,22
24640,1114.000000,1123.476704,1150.000000,0.054759,0.158214,12000.000000,20,20,23
24660,1149.000000,1124.462367,1150.000000,0.049283,0.157392,12000.000000,20,20,23
24680,1135.000000,1127.016130,1150.000000,0.127688,0.169153,12000.000000,20,20,23
24700,1150.000000,1127.647851,1100.000000,0.031586,0.154738,12000.000000,20,20,22
24720,1141.000000,1128.216399,1150.000000,0.028427,0.154264,12000.000000,20,20,23
24740,1131.000000,1128.728092,1150.000000,0.025585,0.153838,12000.000000,20,20,23
24760,1149.000000,1130.855283,1150.000000,0.106360,0.165954,12000.000000,20,20,23
24780,1184.000000,1132.769755,1150.000000,0.095724,0.164359,12000.000000,20,20,23
24800,1137.000000,1132.826113,1100.000000,0.002818,0.150423,12000.000000,20,20,22
24820,1150.000000,1132.876835,1150.000000,0.002536,0.150380,12000.000000,20,20,23
24840,1120.000000,1132.922485,1150.000000,0.002282,0.150342,12000.000000,20,20,23
24860,1141.000000,1134.630236,1150.000000,0.085388,0.162808,12000.000000,20,20,23
24880,1155.000000,1136.167212,1150.000000,0.076849,0.161527,12000.000000,20,20,23
24900,1114.000000,1137.550491,1150.000000,0.069164,0.160375,12000.000000,20,20,23
24920,1197.000000,1138.795442,1150.000000,0.062248,0.159337,12000.000000,20,20,23
24940,1125.000000,1139.915898,1150.000000,0.056023,0.158403,12000.000000,20,20,23
24960,1166.000000,1140.924308,1150.000000,0.050421,0.157563,12000.000000,20,20,23
24980,1183.000000,1141.831877,1150.000000,0.045378,0.156807,12000.000000,20,20,23
25000,1136.000000,1142.648690,1150.000000,0.040841,0.156126,12000.000000,20,20,23
25020,1150.000000,1143.383821,1150.000000,0.036757,0.155513,12000.000000,20,20,23
25040,1162.000000,1144.045439,1150.000000,0.033081,0.154962,12000.000000,20,20,23
25060,1160.000000,1144.640895,1150.000000,0.029773,0.154466,12000.000000,20,20,23
25080,1147.000000,1145.176805,1150.000000,0.026796,0.154019,12000.000000,20,20,23
25100,1170.000000,1145.659125,1150.000000,0.024116,0.153617,12000.000000,20,20,23
25120,1131.000000,1146.093212,1150.000000,0.021704,0.153256,12000.000000,20,20,23
25140,1152.000000,1146.483891,1150.000000,0.019534,0.152930,12000.000000,20,20,23
25160,1132.000000,1146.835502,1150.000000,0.017581,0.152637,12000.000000,20,20,23
25180,1164.000000,1147.151952,1150.000000,0.015822,0.152373,12000.000000,20,20,23
25200,1156.000000,1149.103423,1200.000000,0.097574,0.164636,12000.000000,20,20,24
25220,1145.000000,1150.859748,1150.000000,0.087816,0.163172,12000.000000,20,20,23
25240,1161.000000,1152.440439,1150.000000,0.079035,0.161855,12000.000000,20,20,23
25260,1133.000000,1152.196396,1150.000000,-0.012202,0.151830,12000.000000,20,20,23
25280,1188.000000,1151.976756,1150.000000,-0.010982,0.151647,12000.000000,20,20,23
25300,1193.000000,1153.445747,1200.000000,0.073450,0.161017,12000.000000,20,20,24
25320,1133.000000,1154.767839,1150.000000,0.066105,0.159916,12000.000000,20,20,23
25340,1192.000000,1157.624388,1200.000000,0.142827,0.171424,12000.000000,20,20,24
25360,1125.000000,1158.528616,1150.000000,0.045211,0.156782,12000.000000,20,20,23
25380,1145.000000,1159.342421,1150.000000,0.040690,0.156104,12000.000000,20,20,23
25400,1170.000000,1160.074846,1200.000000,0.036621,0.155493,12000.000000,20,20,24
25420,1110.000000,1160.734028,1150.000000,0.032959,0.154944,12000.000000,20,20,23
25440,1170.000000,1162.993958,1200.000000,0.112997,0.166949,12000.000000,20,20,24
25460,1134.000000,1163.361229,1150.000000,0.018364,0.152755,12000.000000,20,20,23
25480,1191.000000,1163.691773,1150.000000,0.016527,0.152479,12000.000000,20,20,23
25500,1205.000000,1163.989262,1200.000000,0.014874,0.152231,12000.000000,25,20,30
25520,1147.000000,1164.257003,1150.000000,0.013387,0.152008,12000.000000,20,20,23
25540,1161.000000,1164.497969,1150.000000,0.012048,0.151807,12000.000000,20,20,23
25560,1193.000000,1164.714839,1200.000000,0.010843,0.151627,12000.000000,20,20,24
25580,1175.000000,1164.910022,1150.000000,0.009759,0.151464,12000.000000,20,20,23
25600,1187.000000,1166.752353,1200.000000,0.092117,0.163817,12000.000000,20,20,24
25620,1162.000000,1168.410451,1200.000000,0.082905,0.162436,12000.000000,20,20,24
25640,1186.000000,1169.902739,1150.000000,0.074614,0.161192,12000.000000,20,20,23
25660,1191.000000,1171.245799,1200.000000,0.067153,0.160073,12000.000000,20,20,24
25680,1153.000000,1170.787885,1150.000000,-0.022896,0.153434,12000.000000,20,20,23
25700,1184.000000,1172.042430,1200.000000,0.062727,0.159409,12000.000000,20,20,24
25720,1167.000000,1171.504854,1150.000000,-0.026879,0.154032,12000.000000,20,20,23
25740,1162.000000,1172.687702,1200.000000,0.059142,0.158871,12000.000000,20,20,24
25760,1181.000000,1173.752265,1200.000000,0.053228,0.157984,12000.000000,20,20,24
25780,1164.000000,1174.710372,1150.000000,0.047905,0.157186,12000.000000,20,20,23
25800,1201.000000,1175.572668,1200.000000,0.043115,0.156467,12000.000000,20,20,24
25820,1136.000000,1176.348734,1200.000000,0.038803,0.155820,12000.000000,20,20,24
25840,1187.000000,1177.047194,1150.000000,0.034923,0.155238,12000.000000,20,20,23
25860,1218.000000,1177.675808,1200.000000,0.031431,0.154715,12000.000000,20,20,24
25880,1173.000000,1178.241561,1200.000000,0.028288,0.154243,12000.000000,20,20,24
25900,1208.000000,1180.417405,1200.000000,0.108792,0.166319,12000.000000,20,20,24
25920,1189.000000,1182.375664,1200.000000,0.097913,0.164687,12000.000000,20,20,24
25940,1187.000000,1182.471431,1150.000000,0.004788,0.150718,12000.000000,20,20,23
25960,1198.000000,1182.557621,1200.000000,0.004310,0.150646,12000.000000,20,20,24
25980,1197.000000,1182.635193,1200.000000,0.003879,0.150582,12000.000000,20,20,24
26000,1198.000000,1184.371673,1200.000000,0.086824,0.163024,12000.000000,20,20,24
26020,1194.000000,1185.934506,1200.000000,0.078142,0.161721,12000.000000,20,20,24
26040,1184.000000,1185.674389,1150.000000,-0.013006,0.151951,12000.000000,20,20,23
26060,1206.000000,1185.440283,1200.000000,-0.011705,0.151756,12000.000000,20,20,24
26080,1209.000000,1185.229588,1200.000000,-0.010535,0.151580,12000.000000,20,20,24
26100,1187.000000,1186.706629,1200.000000,0.073852,0.161078,12000.000000,20,20,24
26120,1178.000000,1188.035966,1200.000000,0.066467,0.159970,12000.000000,20,20,24
