


         _+=+_
      .-`  .  `-.          8888888b.  8888888b.   .d88888b.   .d8888b.
   _+`     "     `+_       888   Y88b 888   Y88b d88P" "Y88b d88P  Y88b
  \\\sssssssssssss///      888    888 888    888 888     888 Y88b.
     .ss\  *  /ss.         888   d88P 888   d88P 888     888  "Y888b.
 .+bm  .s  *  s.  md+.     8888888P"  8888888P"  888     888     "Y88b.
.hMMMMs .  *  . sMMMMh.    888        888 T88b   888     888       "888
 `\hMMMb \ | / dMMMh:      888        888  T88b  Y88b. .d88P Y88b  d88P
   -SNMNo  -  oNMNs-       888        888   T88b  "Y88888P"   "Y8888P"
     `+dMh\./dMd/
        `:yNy:`                      Powered by PROS for VEX V5
           "                Copyright (c) Purdue University ACM SIGBots
Version:        3.6.0     Platform:  V1.1.2 (b34)     Uptime:    0.000 s
Compiled:   Nov  8 2022 18:39:33     Directory:  V5/VexV5-UTG/VexV5-UTG


time,vexVelocity,filteredVelocity,rawVelocity,acceleration,emaGain,voltageOut,deltaTime,vexDeltaTime,deltaTicks
43080,1694.000000,1716.965440,1750.000000,0.090933,0.163640,12000.000000,20,20,35
43100,1746.000000,1716.935563,1700.000000,-0.001494,0.150224,12000.000000,20,20,34
43120,1697.000000,1718.575340,1750.000000,0.081989,0.162298,12000.000000,20,20,35
43140,1700.000000,1718.384473,1700.000000,-0.009543,0.151432,12000.000000,20,20,34
43160,1697.000000,1718.212692,1700.000000,-0.008589,0.151288,12000.000000,20,20,34
43180,1736.000000,1718.058090,1750.000000,-0.007730,0.151160,12000.000000,20,20,35
43200,1704.000000,1717.918947,1700.000000,-0.006957,0.151044,12000.000000,20,20,34
43220,1684.000000,1719.460386,1750.000000,0.077072,0.161561,12000.000000,20,20,35
43240,1751.000000,1719.181014,1700.000000,-0.013969,0.152095,12000.000000,20,20,34
43260,1657.000000,1720.596246,1750.000000,0.070762,0.160614,12000.000000,20,20,35
43280,1762.000000,1720.203288,1700.000000,-0.019648,0.152947,12000.000000,20,20,34
43300,1742.000000,1721.516293,1750.000000,0.065650,0.159848,12000.000000,20,20,35
43320,1701.000000,1721.031330,1700.000000,-0.024248,0.153637,12000.000000,20,20,34
43340,1722.000000,1722.261530,1750.000000,0.061510,0.159227,12000.000000,20,20,35
43360,1737.000000,1721.702044,1700.000000,-0.027974,0.154196,12000.000000,20,20,34
43380,1734.000000,1722.865173,1750.000000,0.058156,0.158723,12000.000000,20,20,35
43400,1723.000000,1722.245322,1700.000000,-0.030993,0.154649,12000.000000,20,20,34
43420,1751.000000,1723.354123,1750.000000,0.055440,0.158316,12000.000000,20,20,35
43440,1722.000000,1722.685378,1700.000000,-0.033437,0.155016,12000.000000,20,20,34
43460,1752.000000,1723.750173,1750.000000,0.053240,0.157986,12000.000000,20,20,35
43480,1763.000000,1723.041823,1700.000000,-0.035418,0.155313,12000.000000,20,20,34
43500,1660.000000,1724.070974,1750.000000,0.051458,0.157719,12000.000000,20,20,35
43520,1766.000000,1723.330543,1700.000000,-0.037022,0.155553,12000.000000,20,20,34
43540,1714.000000,1724.330822,1750.000000,0.050014,0.157502,12000.000000,20,20,35
43560,1719.000000,1723.564406,1700.000000,-0.038321,0.155748,12000.000000,20,20,34
43580,1747.000000,1724.541299,1750.000000,0.048845,0.157327,12000.000000,20,20,35
43600,1752.000000,1725.420503,1750.000000,0.043960,0.156594,12000.000000,20,20,35
43620,1741.000000,1726.211786,1700.000000,0.039564,0.155935,12000.000000,20,20,34
43640,1710.000000,1725.257274,1700.000000,-0.047726,0.157159,12000.000000,20,20,34
43660,1743.000000,1724.398213,1750.000000,-0.042953,0.156443,12000.000000,20,20,35
43680,1729.000000,1725.291725,1750.000000,0.044676,0.156701,12000.000000,20,20,35
43700,1747.000000,1726.095886,1700.000000,0.040208,0.156031,12000.000000,20,20,34
43720,1755.000000,1726.819631,1750.000000,0.036187,0.155428,12000.000000,20,20,35
43740,1692.000000,1727.471001,1750.000000,0.032569,0.154885,12000.000000,20,20,35
43760,1768.000000,1728.057234,1700.000000,0.029312,0.154397,12000.000000,20,20,34
43780,1663.000000,1728.584844,1750.000000,0.026380,0.153957,12000.000000,20,20,35
43800,1790.000000,1729.059693,1750.000000,0.023742,0.153561,12000.000000,20,20,35
43820,1716.000000,1729.487057,1700.000000,0.021368,0.153205,12000.000000,20,20,34
43840,1694.000000,1729.871685,1750.000000,0.019231,0.152885,12000.000000,20,20,35
43860,1763.000000,1728.551183,1700.000000,-0.066025,0.159904,12000.000000,20,20,34
43880,1744.000000,1729.029398,1750.000000,0.023911,0.153587,12000.000000,20,20,35
43900,1683.000000,1729.459791,1750.000000,0.021520,0.153228,12000.000000,20,20,35
43920,1790.000000,1731.513812,1750.000000,0.102701,0.165405,12000.000000,20,20,35
43940,1721.000000,1731.695764,1700.000000,0.009098,0.151365,12000.000000,20,20,34
43960,1750.000000,1731.859521,1750.000000,0.008188,0.151228,12000.000000,20,20,35
43980,1728.000000,1732.006903,1750.000000,0.007369,0.151105,12000.000000,20,20,35
44000,1768.000000,1732.139546,1700.000000,0.006632,0.150995,12000.000000,20,20,34
44020,1701.000000,1732.258924,1750.000000,0.005969,0.150895,12000.000000,20,20,35
44040,1724.000000,1732.366365,1750.000000,0.005372,0.150806,12000.000000,20,20,35
44060,1704.000000,1732.463062,1700.000000,0.004835,0.150725,12000.000000,20,20,34
44080,1807.000000,1734.216756,1800.000000,0.087685,0.163153,12000.000000,20,20,36
44100,1729.000000,1734.128414,1700.000000,-0.004417,0.150663,12000.000000,20,20,34
44120,1697.000000,1735.715572,1750.000000,0.079358,0.161904,12000.000000,20,20,35
44140,1770.000000,1733.810682,1700.000000,-0.095245,0.164287,12000.000000,20,20,34
44160,1671.000000,1733.762947,1750.000000,-0.002387,0.150358,12000.000000,20,20,35
44180,1773.000000,1733.719986,1750.000000,-0.002148,0.150322,12000.000000,20,20,35
44200,1735.000000,1735.347987,1750.000000,0.081400,0.162210,12000.000000,20,20,35
44220,1742.000000,1735.146522,1700.000000,-0.010073,0.151511,12000.000000,20,20,34
44240,1709.000000,1734.965203,1750.000000,-0.009066,0.151360,12000.000000,20,20,35
44260,1751.000000,1734.802016,1750.000000,-0.008159,0.151224,12000.000000,20,20,35
44280,1711.000000,1736.321814,1750.000000,0.075990,0.161398,12000.000000,20,20,35
44300,1725.000000,1737.689633,1750.000000,0.068391,0.160259,12000.000000,20,20,35
44320,1762.000000,1738.920670,1750.000000,0.061552,0.159233,12000.000000,20,20,35
44340,1744.000000,1738.361936,1700.000000,-0.027937,0.154191,12000.000000,20,20,34
44360,1718.000000,1737.859076,1750.000000,-0.025143,0.153771,12000.000000,20,20,35
44380,1768.000000,1737.406501,1750.000000,-0.022629,0.153394,12000.000000,20,20,35
44400,1703.000000,1736.999185,1700.000000,-0.020366,0.153055,12000.000000,20,20,34
44420,1810.000000,1736.632599,1750.000000,-0.018329,0.152749,12000.000000,20,20,35
44440,1698.000000,1736.302673,1750.000000,-0.016496,0.152474,12000.000000,20,20,35
44460,1782.000000,1737.672406,1750.000000,0.068487,0.160273,12000.000000,20,20,35
44480,1752.000000,1738.905165,1750.000000,0.061638,0.159246,12000.000000,20,20,35
44500,1695.000000,1740.014649,1750.000000,0.055474,0.158321,12000.000000,20,20,35
44520,1774.000000,1741.013184,1750.000000,0.049927,0.157489,12000.000000,20,20,35
44540,1740.000000,1740.245199,1700.000000,-0.038399,0.155760,12000.000000,20,20,34
44560,1721.000000,1739.554012,1750.000000,-0.034559,0.155184,12000.000000,20,20,35
44580,1776.000000,1738.931944,1750.000000,-0.031103,0.154666,12000.000000,20,20,35
44600,1750.000000,1740.038750,1750.000000,0.055340,0.158301,12000.000000,20,20,35
44620,1755.000000,1741.034875,1750.000000,0.049806,0.157471,12000.000000,20,20,35
44640,1735.000000,1741.931387,1750.000000,0.044826,0.156724,12000.000000,20,20,35
44660,1745.000000,1742.738249,1750.000000,0.040343,0.156051,12000.000000,20,20,35
44680,1718.000000,1743.464424,1750.000000,0.036309,0.155446,12000.000000,20,20,35
44700,1745.000000,1744.117981,1750.000000,0.032678,0.154902,12000.000000,20,20,35
44720,1737.000000,1743.039517,1700.000000,-0.053923,0.158088,12000.000000,20,20,34
44740,1730.000000,1742.068898,1750.000000,-0.048531,0.157280,12000.000000,20,20,35
44760,1758.000000,1741.195342,1750.000000,-0.043678,0.156552,12000.000000,20,20,35
44780,1701.000000,1742.075808,1750.000000,0.044023,0.156603,12000.000000,20,20,35
44800,1811.000000,1742.868227,1750.000000,0.039621,0.155943,12000.000000,20,20,35
44820,1696.000000,1743.581404,1750.000000,0.035659,0.155349,12000.000000,20,20,35
44840,1802.000000,1744.223264,1750.000000,0.032093,0.154814,12000.000000,20,20,35
44860,1743.000000,1744.800937,1750.000000,0.028884,0.154333,12000.000000,20,20,35
44880,1721.000000,1743.654177,1700.000000,-0.057338,0.158601,12000.000000,20,20,34
44900,1732.000000,1742.622093,1750.000000,-0.051604,0.157741,12000.000000,20,20,35
44920,1734.000000,1741.693217,1750.000000,-0.046444,0.156967,12000.000000,20,20,35
44940,1738.000000,1742.523895,1750.000000,0.041534,0.156230,12000.000000,20,20,35
44960,1769.000000,1743.271505,1750.000000,0.037381,0.155607,12000.000000,20,20,35
44980,1749.000000,1743.944355,1750.000000,0.033642,0.155046,12000.000000,20,20,35
45000,1757.000000,1744.549919,1750.000000,0.030278,0.154542,12000.000000,20,20,35
45020,1706.000000,1745.094928,1750.000000,0.027250,0.154088,12000.000000,20,20,35
45040,1729.000000,1745.918768,1760.000000,0.041192,0.156179,12000.000000,25,20,44
45060,1760.000000,1746.093558,1733.333333,0.008739,0.151311,12000.000000,15,20,26
45080,1730.000000,1746.250869,1750.000000,0.007866,0.151180,12000.000000,20,20,35
45100,1751.000000,1746.392449,1760.000000,0.007079,0.151062,12000.000000,25,20,44
45120,1752.000000,1747.086537,1750.000000,0.034704,0.155206,12000.000000,20,20,35
45140,1778.000000,1746.044550,1700.000000,-0.052099,0.157815,12000.000000,20,20,34
45160,1739.000000,1744.773428,1750.000000,-0.063556,0.159533,12000.000000,20,20,35
45180,1751.000000,1745.296086,1800.000000,0.026133,0.153920,12000.000000,20,20,36
45200,1768.000000,1745.766477,1700.000000,0.023520,0.153528,12000.000000,20,20,34
45220,1710.000000,1746.189829,1750.000000,0.021168,0.153175,12000.000000,20,20,35
45240,1767.000000,1746.570846,1800.000000,0.019051,0.152858,12000.000000,20,20,36
45260,1739.000000,1746.913762,1700.000000,0.017146,0.152572,12000.000000,20,20,34
45280,1769.000000,1748.889052,1800.000000,0.098765,0.164815,12000.000000,20,20,36
45300,1770.000000,1749.000147,1750.000000,0.005555,0.150833,12000.000000,20,20,35
45320,1711.000000,1750.766799,1750.000000,0.088333,0.163250,12000.000000,20,20,35
45340,1815.000000,1750.690119,1750.000000,-0.003834,0.150575,12000.000000,20,20,35
45360,1710.000000,1748.954440,1700.000000,-0.086784,0.163018,12000.000000,20,20,34
45380,1768.000000,1749.058996,1800.000000,0.005228,0.150784,12000.000000,20,20,36
45400,1762.000000,1747.486430,1700.000000,-0.078628,0.161794,12000.000000,20,20,34
45420,1708.000000,1749.404454,1800.000000,0.095901,0.164385,12000.000000,20,20,36
45440,1749.000000,1749.464008,1750.000000,0.002978,0.150447,12000.000000,20,20,35
45460,1745.000000,1751.184274,1750.000000,0.086013,0.162902,12000.000000,20,20,35
45480,1762.000000,1751.065847,1750.000000,-0.005921,0.150888,12000.000000,20,20,35
45500,1733.000000,1750.959262,1750.000000,-0.005329,0.150799,12000.000000,20,20,35
45520,1784.000000,1752.530003,1800.000000,0.078537,0.161781,12000.000000,20,20,36
45540,1751.000000,1752.277002,1700.000000,-0.012650,0.151898,12000.000000,20,20,34
45560,1728.000000,1752.049302,1750.000000,-0.011385,0.151708,12000.000000,20,20,35
45580,1777.000000,1750.177705,1750.000000,-0.093580,0.164037,12000.000000,20,20,35
45600,1719.000000,1750.159935,1750.000000,-0.000889,0.150133,12000.000000,20,20,35
45620,1793.000000,1750.143941,1750.000000,-0.000800,0.150120,12000.000000,20,20,35
45640,1735.000000,1751.796214,1800.000000,0.082614,0.162392,12000.000000,20,20,36
45660,1807.000000,1753.283259,1750.000000,0.074352,0.161153,12000.000000,20,20,35
45680,1753.000000,1754.621600,1750.000000,0.066917,0.160038,12000.000000,20,20,35
45700,1731.000000,1754.159440,1750.000000,-0.023108,0.153466,12000.000000,20,20,35
45720,1767.000000,1753.743496,1750.000000,-0.020797,0.153120,12000.000000,20,20,35
45740,1749.000000,1753.369146,1750.000000,-0.018717,0.152808,12000.000000,20,20,35
45760,1746.000000,1753.032232,1750.000000,-0.016846,0.152527,12000.000000,20,20,35
45780,1765.000000,1752.729008,1750.000000,-0.015161,0.152274,12000.000000,20,20,35
45800,1743.000000,1754.122774,1800.000000,0.069688,0.160453,12000.000000,20,20,36
45820,1763.000000,1755.377164,1750.000000,0.062719,0.159408,12000.000000,20,20,35
45840,1727.000000,1756.506114,1750.000000,0.056448,0.158467,12000.000000,20,20,35
45860,1807.000000,1757.522169,1800.000000,0.050803,0.157620,12000.000000,20,20,36
45880,1780.000000,1758.436619,1750.000000,0.045722,0.156858,12000.000000,20,20,35
45900,1697.000000,1757.592957,1700.000000,-0.042183,0.156327,12000.000000,20,20,34
45920,1802.000000,1756.833661,1800.000000,-0.037965,0.155695,12000.000000,20,20,36
45940,1701.000000,1756.150295,1750.000000,-0.034168,0.155125,12000.000000,20,20,35
45960,1806.000000,1757.201932,1750.000000,0.052582,0.157887,12000.000000,20,20,35
45980,1769.000000,1756.481739,1750.000000,-0.036010,0.155401,12000.000000,20,20,35
46000,1776.000000,1757.500232,1800.000000,0.050925,0.157639,12000.000000,20,20,36
46020,1791.000000,1758.416875,1750.000000,0.045832,0.156875,12000.000000,20,20,35
46040,1710.000000,1759.241854,1750.000000,0.041249,0.156187,12000.000000,20,20,35
46060,1794.000000,1758.317669,1750.000000,-0.046209,0.156931,12000.000000,20,20,35
46080,1775.000000,1759.152569,1800.000000,0.041745,0.156262,12000.000000,20,20,36
46100,1735.000000,1758.237312,1700.000000,-0.045763,0.156864,12000.000000,20,20,34
46120,1807.000000,1759.080247,1800.000000,0.042147,0.156322,12000.000000,20,20,36
46140,1692.000000,1758.172223,1750.000000,-0.045401,0.156810,12000.000000,20,20,35
46160,1805.000000,1759.021667,1750.000000,0.042472,0.156371,12000.000000,20,20,35
46180,1722.000000,1759.786167,1800.000000,0.038225,0.155734,12000.000000,20,20,36
46200,1826.000000,1760.474217,1750.000000,0.034402,0.155160,12000.000000,20,20,35
46220,1795.000000,1761.093462,1750.000000,0.030962,0.154644,12000.000000,20,20,35
46240,1699.000000,1761.650782,1800.000000,0.027866,0.154180,12000.000000,20,20,36
46260,1790.000000,1762.152371,1750.000000,0.025079,0.153762,12000.000000,20,20,35
46280,1724.000000,1762.603800,1750.000000,0.022571,0.153386,12000.000000,20,20,35
46300,1762.000000,1761.343420,1750.000000,-0.063019,0.159453,12000.000000,20,20,35
46320,1765.000000,1761.875745,1800.000000,0.026616,0.153992,12000.000000,20,20,36
46340,1777.000000,1762.354837,1750.000000,0.023955,0.153593,12000.000000,20,20,35
46360,1781.000000,1762.786020,1750.000000,0.021559,0.153234,12000.000000,20,20,35
46380,1744.000000,1761.507418,1750.000000,-0.063930,0.159590,12000.000000,20,20,35
46400,1774.000000,1762.023343,1800.000000,0.025796,0.153869,12000.000000,20,20,36
46420,1799.000000,1762.487675,1750.000000,0.023217,0.153482,12000.000000,20,20,35
46440,1746.000000,1762.905574,1750.000000,0.020895,0.153134,12000.000000,20,20,35
46460,1795.000000,1763.281684,1800.000000,0.018805,0.152821,12000.000000,20,20,36
46480,1718.000000,1763.620182,1750.000000,0.016925,0.152539,12000.000000,20,20,35
46500,1772.000000,1763.924830,1750.000000,0.015232,0.152285,12000.000000,20,20,35
46520,1748.000000,1764.199014,1800.000000,0.013709,0.152056,12000.000000,20,20,36
46540,1832.000000,1764.445779,1750.000000,0.012338,0.151851,12000.000000,20,20,35
46560,1789.000000,1764.667868,1750.000000,0.011104,0.151666,12000.000000,20,20,35
46580,1737.000000,1764.867748,1800.000000,0.009994,0.151499,12000.000000,20,20,36
46600,1763.000000,1765.047640,1750.000000,0.008995,0.151349,12000.000000,20,20,35
46620,1776.000000,1765.209542,1750.000000,0.008095,0.151214,12000.000000,20,20,35
46640,1734.000000,1765.355255,1800.000000,0.007286,0.151093,12000.000000,20,20,36
46660,1814.000000,1765.486396,1750.000000,0.006557,0.150984,12000.000000,20,20,35
46680,1766.000000,1765.604423,1750.000000,0.005901,0.150885,12000.000000,20,20,35
46700,1781.000000,1765.710647,1800.000000,0.005311,0.150797,12000.000000,20,20,36
46720,1735.000000,1765.806249,1750.000000,0.004780,0.150717,12000.000000,20,20,35
46740,1781.000000,1765.892291,1750.000000,0.004302,0.150645,12000.000000,20,20,35
46760,1794.000000,1765.969729,1800.000000,0.003872,0.150581,12000.000000,20,20,36
46780,1741.000000,1766.039422,1750.000000,0.003485,0.150523,12000.000000,20,20,35
46800,1800.000000,1766.102147,1750.000000,0.003136,0.150470,12000.000000,20,20,35
46820,1738.000000,1766.158599,1800.000000,0.002823,0.150423,12000.000000,20,20,36
46840,1767.000000,1766.209406,1750.000000,0.002540,0.150381,12000.000000,20,20,35
46860,1752.000000,1767.921798,1800.000000,0.085620,0.162843,12000.000000,20,20,36
46880,1820.000000,1767.796285,1750.000000,-0.006276,0.150941,12000.000000,20,20,35
46900,1778.000000,1767.683323,1750.000000,-0.005648,0.150847,12000.000000,20,20,35
46920,1754.000000,1767.581658,1800.000000,-0.005083,0.150762,12000.000000,20,20,36
46940,1766.000000,1767.490159,1750.000000,-0.004575,0.150686,12000.000000,20,20,35
46960,1780.000000,1769.074476,1800.000000,0.079216,0.161882,12000.000000,20,20,36
46980,1753.000000,1768.833695,1750.000000,-0.012039,0.151806,12000.000000,20,20,35
47000,1782.000000,1768.616992,1750.000000,-0.010835,0.151625,12000.000000,20,20,35
47020,1766.000000,1768.421960,1800.000000,-0.009752,0.151463,12000.000000,20,20,36
47040,1785.000000,1768.246430,1750.000000,-0.008776,0.151316,12000.000000,20,20,35
47060,1727.000000,1768.088454,1750.000000,-0.007899,0.151185,12000.000000,20,20,35
47080,1786.000000,1767.946275,1800.000000,-0.007109,0.151066,12000.000000,20,20,36
47100,1770.000000,1767.818314,1750.000000,-0.006398,0.150960,12000.000000,20,20,35
47120,1748.000000,1769.369816,1800.000000,0.077575,0.161636,12000.000000,20,20,36
47140,1763.000000,1769.099501,1750.000000,-0.013516,0.152027,12000.000000,20,20,35
47160,1769.000000,1770.522885,1800.000000,0.071169,0.160675,12000.000000,20,20,36
47180,1766.000000,1770.137263,1750.000000,-0.019281,0.152892,12000.000000,20,20,35
47200,1726.000000,1769.790203,1750.000000,-0.017353,0.152603,12000.000000,20,20,35
47220,1836.000000,1769.477850,1800.000000,-0.015618,0.152343,12000.000000,20,20,36
47240,1766.000000,1770.863398,1800.000000,0.069277,0.160392,12000.000000,20,20,36
47260,1761.000000,1772.110391,1750.000000,0.062350,0.159352,12000.000000,20,20,35
47280,1782.000000,1771.566019,1750.000000,-0.027219,0.154083,12000.000000,20,20,35
47300,1759.000000,1771.076084,1800.000000,-0.024497,0.153675,12000.000000,20,20,36
47320,1796.000000,1770.635142,1750.000000,-0.022047,0.153307,12000.000000,20,20,35
47340,1769.000000,1770.238294,1750.000000,-0.019842,0.152976,12000.000000,20,20,35
47360,1723.000000,1769.881132,1800.000000,-0.017858,0.152679,12000.000000,25,20,45
47380,1832.000000,1769.559685,1750.000000,-0.016072,0.152411,12000.000000,20,20,35
47400,1766.000000,1770.937050,1800.000000,0.068868,0.160330,12000.000000,15,20,27
47420,1762.000000,1772.176678,1800.000000,0.061981,0.159297,12000.000000,25,20,45
47440,1781.000000,1773.292344,1750.000000,0.055783,0.158367,12000.000000,20,20,35
47460,1747.000000,1772.629776,1750.000000,-0.033128,0.154969,12000.000000,20,20,35
47480,1809.000000,1772.033465,1800.000000,-0.029816,0.154472,12000.000000,20,20,36
47500,1711.000000,1771.496785,1750.000000,-0.026834,0.154025,12000.000000,20,20,35
47520,1849.000000,1772.680440,1800.000000,0.059183,0.158877,12000.000000,20,20,36
47540,1744.000000,1772.079063,1750.000000,-0.030069,0.154510,12000.000000,20,20,35
47560,1766.000000,1773.204490,1800.000000,0.056271,0.158441,12000.000000,20,20,36
47580,1790.000000,1772.550708,1750.000000,-0.032689,0.154903,12000.000000,20,20,35
47600,1765.000000,1771.962303,1750.000000,-0.029420,0.154413,12000.000000,20,20,35
47620,1815.000000,1773.099406,1850.000000,0.056855,0.158528,12000.000000,20,20,37
47640,1776.000000,1774.122799,1750.000000,0.051170,0.157675,12000.000000,20,20,35
47660,1760.000000,1775.043853,1750.000000,0.046053,0.156908,12000.000000,20,20,35
47680,1790.000000,1774.206134,1800.000000,-0.041886,0.156283,12000.000000,20,20,36
47700,1703.000000,1773.452187,1750.000000,-0.037697,0.155655,12000.000000,20,20,35
47720,1857.000000,1774.440302,1800.000000,0.049406,0.157411,12000.000000,20,20,36
47740,1771.000000,1773.662938,1750.000000,-0.038868,0.155830,12000.000000,20,20,35
47760,1781.000000,1774.629978,1800.000000,0.048352,0.157253,12000.000000,20,20,36
47780,1755.000000,1775.500313,1800.000000,0.043517,0.156528,12000.000000,20,20,36
47800,1771.000000,1776.283615,1750.000000,0.039165,0.155875,12000.000000,20,20,35
47820,1806.000000,1776.988587,1800.000000,0.035249,0.155287,12000.000000,20,20,36
47840,1769.000000,1777.623062,1800.000000,0.031724,0.154759,12000.000000,20,20,36
47860,1813.000000,1778.194089,1750.000000,0.028551,0.154283,12000.000000,20,20,35
47880,1769.000000,1777.041347,1750.000000,-0.057637,0.158646,12000.000000,20,20,35
47900,1769.000000,1776.003879,1800.000000,-0.051873,0.157781,12000.000000,20,20,36
47920,1755.000000,1776.736824,1800.000000,0.036647,0.155497,12000.000000,20,20,36
47940,1787.000000,1777.396475,1750.000000,0.032983,0.154947,12000.000000,20,20,35
47960,1795.000000,1777.990161,1800.000000,0.029684,0.154453,12000.000000,20,20,36
47980,1741.000000,1776.857811,1750.000000,-0.056617,0.158493,12000.000000,20,20,35
48000,1798.000000,1777.505364,1800.000000,0.032378,0.154857,12000.000000,20,20,36
48020,1787.000000,1778.088161,1800.000000,0.029140,0.154371,12000.000000,20,20,36
48040,1741.000000,1778.612678,1750.000000,0.026226,0.153934,12000.000000,20,20,35
48060,1821.000000,1779.084743,1800.000000,0.023603,0.153540,12000.000000,20,20,36
48080,1786.000000,1777.842936,1750.000000,-0.062090,0.159314,12000.000000,20,20,35
48100,1761.000000,1778.391976,1800.000000,0.027452,0.154118,12000.000000,20,20,36
48120,1736.000000,1778.886111,1800.000000,0.024707,0.153706,12000.000000,20,20,36
48140,1806.000000,1779.330834,1750.000000,0.022236,0.153335,12000.000000,20,20,35
48160,1795.000000,1779.731083,1800.000000,0.020012,0.153002,12000.000000,20,20,36
48180,1790.000000,1780.091308,1800.000000,0.018011,0.152702,12000.000000,20,20,36
48200,1770.000000,1780.415511,1750.000000,0.016210,0.152432,12000.000000,20,20,35
48220,1782.000000,1780.707293,1800.000000,0.014589,0.152188,12000.000000,20,20,36
48240,1778.000000,1780.969897,1800.000000,0.013130,0.151970,12000.000000,20,20,36
48260,1730.000000,1781.206241,1750.000000,0.011817,0.151773,12000.000000,20,20,35
48280,1836.000000,1781.418950,1800.000000,0.010635,0.151595,12000.000000,20,20,36
48300,1744.000000,1781.610388,1800.000000,0.009572,0.151436,12000.000000,20,20,36
48320,1768.000000,1781.782683,1750.000000,0.008615,0.151292,12000.000000,20,20,35
48340,1800.000000,1781.937748,1800.000000,0.007753,0.151163,12000.000000,20,20,36
48360,1793.000000,1782.077306,1800.000000,0.006978,0.151047,12000.000000,20,20,36
48380,1805.000000,1783.869576,1800.000000,0.089613,0.163442,12000.000000,20,20,36
48400,1743.000000,1783.815952,1750.000000,-0.002681,0.150402,12000.000000,20,20,35
48420,1819.000000,1783.767690,1800.000000,-0.002413,0.150362,12000.000000,20,20,36
48440,1754.000000,1782.057587,1750.000000,-0.085505,0.162826,12000.000000,20,20,35
48460,1767.000000,1782.185162,1800.000000,0.006379,0.150957,12000.000000,20,20,36
48480,1830.000000,1782.299979,1800.000000,0.005741,0.150861,12000.000000,20,20,36
48500,1757.000000,1784.069981,1800.000000,0.088500,0.163275,12000.000000,20,20,36
48520,1819.000000,1783.996316,1750.000000,-0.003683,0.150552,12000.000000,20,20,35
48540,1708.000000,1783.930018,1800.000000,-0.003315,0.150497,12000.000000,20,20,36
48560,1855.000000,1783.870350,1800.000000,-0.002983,0.150448,12000.000000,20,20,36
48580,1763.000000,1785.483315,1800.000000,0.080648,0.162097,12000.000000,20,20,36
48600,1750.000000,1785.268317,1750.000000,-0.010750,0.151612,12000.000000,20,20,35
48620,1830.000000,1785.074818,1800.000000,-0.009675,0.151451,12000.000000,20,20,36
48640,1745.000000,1784.900670,1800.000000,-0.008707,0.151306,12000.000000,20,20,36
48660,1825.000000,1784.743936,1750.000000,-0.007837,0.151176,12000.000000,20,20,35
48680,1745.000000,1784.602876,1800.000000,-0.007053,0.151058,12000.000000,20,20,36
48700,1813.000000,1784.475922,1800.000000,-0.006348,0.150952,12000.000000,20,20,36
48720,1792.000000,1786.028329,1800.000000,0.077620,0.161643,12000.000000,20,20,36
48740,1751.000000,1787.425496,1800.000000,0.069858,0.160479,12000.000000,20,20,36
48760,1802.000000,1788.682947,1800.000000,0.062873,0.159431,12000.000000,20,20,36
48780,1793.000000,1788.147985,1750.000000,-0.026748,0.154012,12000.000000,20,20,35
48800,1775.000000,1787.666520,1800.000000,-0.024073,0.153611,12000.000000,20,20,36
48820,1790.000000,1787.233202,1800.000000,-0.021666,0.153250,12000.000000,20,20,36
48840,1756.000000,1788.509881,1800.000000,0.063834,0.159575,12000.000000,20,20,36
48860,1804.000000,1789.658893,1800.000000,0.057451,0.158618,12000.000000,20,20,36
48880,1762.000000,1789.026337,1750.000000,-0.031628,0.154744,12000.000000,20,20,35
48900,1847.000000,1790.123704,1850.000000,0.054868,0.158230,12000.000000,20,20,37
48920,1779.000000,1789.444667,1750.000000,-0.033952,0.155093,12000.000000,20,20,35
48940,1753.000000,1790.500200,1800.000000,0.052777,0.157917,12000.000000,20,20,36
48960,1780.000000,1788.116847,1750.000000,-0.119168,0.167875,12000.000000,20,20,35
48980,1780.000000,1787.638495,1800.000000,-0.023918,0.153588,12000.000000,20,20,36
49000,1812.000000,1787.207979,1800.000000,-0.021526,0.153229,12000.000000,20,20,36
49020,1788.000000,1788.487181,1800.000000,0.063960,0.159594,12000.000000,20,20,36
49040,1768.000000,1789.638463,1800.000000,0.057564,0.158635,12000.000000,20,20,36
49060,1795.000000,1790.674617,1800.000000,0.051808,0.157771,12000.000000,20,20,36
49080,1776.000000,1791.607155,1800.000000,0.046627,0.156994,12000.000000,20,20,36
49100,1779.000000,1792.446440,1800.000000,0.041964,0.156295,12000.000000,20,20,36
49120,1821.000000,1791.535129,1750.000000,-0.045566,0.156835,12000.000000,20,20,35
49140,1739.000000,1790.714949,1800.000000,-0.041009,0.156151,12000.000000,20,20,36
49160,1825.000000,1789.976788,1800.000000,-0.036908,0.155536,12000.000000,20,20,36
49180,1753.000000,1790.979109,1800.000000,0.050116,0.157517,12000.000000,20,20,36
49200,1847.000000,1791.881198,1800.000000,0.045104,0.156766,12000.000000,20,20,36
49220,1771.000000,1791.026412,1750.000000,-0.042739,0.156411,12000.000000,20,20,35
49240,1769.000000,1791.923770,1850.000000,0.044868,0.156730,12000.000000,20,20,37
49260,1830.000000,1791.064727,1750.000000,-0.042952,0.156443,12000.000000,20,20,35
